"Mfr Part # "	"Manufacturer"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"Product URL"	"Image URL"	"Stock Status"	"Promotional Message"
"R01441"	"Avianne & Co"	"18K Yellow Gold Womens Diamond Tanzanite Ring 1.53 Ctw"	"This elegant womens tanzanite ring is crafted in highly polished 18K Yellow Gold. The center is bezel set with one tanzanite stone which totals to 1.22 carats. The sides of the band are highlighted with numerous small pave set round cut diamonds which total to 0.31 carats. This simple yet beautiful diamond gemstone ring is an ideal addition to your diamond collection."	"Gemstone Ring"	667	"new"	2000	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1246/s/18k-yellow-gold-womens-diamond-tanzanite-ring-0-31-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r01441-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1325"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Wedding Band 0.63 Ctw"	"This elegant womens diamond wedding band is crafted in highly polished 14K Yellow Gold. The center is highlighted with numerous small pave set round cut diamonds. This simple diamond wedding band is an ideal gift at a very affordable price. "	"Diamond Ring"	334	"new"	1000	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/1247/s/14k-yellow-gold-womens-diamond-wedding-band-0-63-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_1930.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"RG5002"	"Avianne & Co"	"14K White Gold Womens Diamond Topaz Ring 1.10 Ctw"	"This elegant womens diamond topaz ring is crafted in highly lustrous 14K White Gold. Blue topaz totaling to 0.75 carats is surrounded with eight small prong set round cut diamonds. This feminine diamond ring is an ideal addition to your diamond collection. "	"Gemstone Ring"	667	"new"	2000	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1248/s/14k-white-gold-womens-diamond-tanzanite-ring-0-35-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/g/rg5002-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"P4521"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.79 Ctw"	"This elegant womens diamond heart pendant is crafted in lustrous 14K White Gold. The pendant is pave set with both black and white round cut diamonds. This charming womens diamond pendant comes with a matching 18 Inch white gold chain."	"Diamond Pendant"	292	"new"	875	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/1250/s/14k-white-gold-womens-diamond-heart-pendant-0-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/4/p4521-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6237B"	"Avianne & Co"	"14K White Gold Womens Diamond Ring with Blue Diamonds 1.12 Ctw"	"This uniquely designed womens diamond ring is crafted in 14K White Gold. The center features princess cut and round cut blue diamonds which are carefully placed to form a shape of a buckle. This modern diamond ring is an ideal addition to your diamond collection."	"Diamond Ring"	1000	"new"	3000	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings>Root Catalog>Womens>Rings>Womens Colored Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1251/s/14k-white-gold-womens-diamond-ring-1-12-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6237b-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R3120"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Sapphire Ring 1.06 Ctw"	"This elegant womens diamond sapphire  ring is crafted in highly polished 14K Yellow Gold. The beautiful center piece is prong set with small marquise cut blue sapphire stones which total to 1.00 carats. The side of the center piece is prong set with three small prong set round cut diamonds which total to 0.06 carats. This alluring womens diamond ring is an ideal addition to your diamond collection."	"Gemstone Ring"	500	"used"	1500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1252/s/14k-yellow-gold-womens-diamond-sapphire-ring-0-06-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/3/r3120-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1523"	"Avianne & Co"	"14K Yellow Gold Mens Diamond Pinky Ring 0.31 Ctw"	"This simple yet elegant mens diamond pinky ring is crafted in 14K Yellow Gold. The center is bezel set with one round cut diamond and surrounded with channel set small round cut diamonds. This unique mens diamond pinky ring is an ideal addition to your diamond collection. "	"Diamond Ring"	417	"new"	1250	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Pinky Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1253/s/14k-yellow-gold-mens-diamond-ring-0-31-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_227.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R2348"	"Avianne & Co"	"14K White Gold Womens Diamond Aquamarine RIng 2.25 Ctw"	"This elegant womens diamond aquamarine ring is crafted in lustrous 14K White Gold. The center is prong set with an oval shape aquamarine which totals to 2.00 carats. The stone is surrounded with brilliant pave set round cut diamonds which total to 0.25 carats. This exquisite womens diamond ring is an ideal addition to any diamond collection."	"Gemstone Ring"	1242	"new"	3725	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1254/s/14k-white-gold-womens-diamond-tanzanite-ring-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r2348-1_1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"ELD235"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.65 Ctw"	"This exquisite womens diamond ring is crafted in lustrous 14K White Gold. The center is prong set with two large round cut diamonds and highlighted with smaller diamonds from both sides. This alluring womens diamond ring is an ideal diamond accessory which gleams with beauty and sophistication."	"Diamond Ring"	1250	"new"	3750	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1255/s/14k-white-gold-womens-diamond-ring-0-65-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/l/eld235-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R4910"	"Avianne & Co"	"18K White Gold Womens Diamond Topaz Ring 1.51 Ctw"	"This alluring womens diamond topaz ring is crafted in lustrous 18K White Gold. The center features a prong set baguette cut blue topaz which total to 0.45 carats, This stone is surrounded with brilliant small prong set baguette and round cut diamonds which total to 1.06 carats.  This exquisite womens diamond ring is an ideal addition to any diamond collection."	"Gemstone Ring"	1464	"new"	4390	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1256/s/18k-white-gold-womens-diamond-ring-1-06-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4910-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"RA0273"	"Avianne & Co"	"18K White Gold Womens Diamond Tanzanite Ring 1.91 Ctw"	"This alluring womens tanzanite  ring is crafted in highly polished 18K White Gold. The center features an oval shape pink tanzanite which totals to 1.54 carats. Both sides of the stone are highlighted with channel set small round cut diamonds which total to 0.37 carats. This simple yet elegant womens diamond ring is an ideal addition to your diamond collection."	"Gemstone Ring"	1000	"new"	3000	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1257/s/18k-white-gold-womens-diamond-tanzanite-ring-0-37-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/a/ra0273-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R04109A"	"Avianne & Co"	"18K Yellow Gold Womens Diamond Citrine Ring 0.78 Ctw"	"This exquisite womens gemstone ring is crafted in highly polished 18K Yellow Gold. The center is bezel set with one citrine stone which totals to 0.53 carats. The stone is highlighted with small round cut diamonds pave set on a white gold frame. This uniquely designed diamond gemstone  ring is an ideal addition to your diamond collection. "	"Gemstone Ring"	767	"new"	2300	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1259/s/18k-yellow-gold-womens-diamond-gemstone-ring-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r04109a-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R033C"	"Avianne & Co"	"14K White Gold Womens Diamond Gemstone Ring 0.50 Ctw"	"This elegant womens diamond multi color gemstone ring is crafted in highly polished 14K White Gold. Pear shape gemstones are prong set win the center and surrounded with brilliant small round cut diamonds. This lovely womens diamond ring is an ideal addition to your diamond collection."	"Diamond Ring"	750	"new"	2250	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1261/s/14k-white-gold-womens-diamond-ring-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r033-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R224"	"Avianne & Co"	"18K White Gold Womens Diamond Pearl Ring 0.81 Ctw"	"This exquisite womens diamond ring is crafted in highly polished 18K White Gold. The center features one pearl with pave set round cut diamonds surrounding it. This alluring pearl ring is an ideal addition to your diamond collection. "	"Diamond Ring"	1250	"new"	3750	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings>Root Catalog>Womens>Pearl Jewelry>Root Catalog>Womens>Pearl Jewelry>Pearl Rings>Root Catalog>Womens>Pearl Jewelry>Pearl Diamond Jewelry"	"http://www.avianneandco.com/store/catalog/product/view/id/1264/s/18k-white-gold-womens-diamond-pearl-ring-0-81-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r224-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R01446"	"Avianne & Co"	"18K White Gold Womens Diamond Tanzanite Ring 1.23 Ctw"	"This simple yet elegant diamond ring is crafted in highly polished 18K White Gold. The center features a channel set oval shape red tanzanite which total to 0.48 carats. The band is also highlighted with brilliant pave set round cut diamonds which total to 0.75 carats. This white gold womens diamond ring weighs approximately 7.2 grams. "	"Gemstone Ring"	917	"new"	2750	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1266/s/18k-white-gold-womens-diamond-ring-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r01446-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"LD2844"	"Avianne & Co"	"18K White Gold Womens Diamond Sapphire Ring 1.52 Ctw"	"This charming womens diamond ring is crafted in 18K White Gold. The center features small round cut blue sapphires and pave set round cut diamonds. This lovely diamond gemstone ring is an ideal fashion accessory for an every day wear."	"Diamond Ring"	800	"new"	2400	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1268/s/18k-white-gold-womens-diamond-ring-0-52-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//l/d/ld2844-1_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5857"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.59 Ctw"	"This unique womens diamond ring is crafted in highly polished 14K White Gold. The uniquely designed center piece is pave set with numerous small round cut diamonds. The length of the rectangle center piece is 1 1/4 Inches and 1/4 Inches in width. Showcase your modernity with this unique womens diamond ring. "	"Diamond Ring"	709	"new"	2125	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1269/s/14k-white-gold-womens-diamond-ring-0-59-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5857-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5941A"	"Avianne & Co"	"14K White Gold Womens Diamond Sapphire Ring 2.70 Ctw"	"This exquisite womens diamond gemstone ring is crafted in highly polished 14K White Gold. The center piece is highlighted with brilliant pink round cut sapphires and small round cut diamonds held on pave setting. This uniquely designed gemstone ring is an ideal addition to your diamond collection. "	"Gemstone Ring"	1500	"new"	4500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1270/s/14k-white-gold-womens-diamond-gemstone-ring-1-22-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5941a-2_1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R-434"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Ring 0.73 Ctw"	"This simple yet elegant womens diamond ring is crafted in highly polished 14K Yellow Gold. The center piece is highlighted with brilliant baguette cut diamonds held by a channel setting. This alluring womens diamond  ring is an ideal addition to your diamond collection."	"Diamond Ring"	500	"new"	1500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1273/s/14k-yellow-gold-womens-diamond-ring-0-73-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/-/r-434-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1278"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Ring 2.50 Ctw"	"This exquisite womens diamond ring features rows of channel set baguette cut diamonds. Crafted in lustrous 14K Yellow Gold, this is an ideal cocktail ring for a special night out. "	"Diamond Ring"	1250	"new"	3750	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1274/s/14k-yellow-gold-womens-diamond-ring-2-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1278-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R-463"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Ring 0.30 Ctw"	"This simple yet elegant womens diamond ring is crafted in 14K Yellow Gold. The artistic design in the center is channel set with small round cut diamonds. This is an ideal diamond ring at a very affordable price."	"Diamond Ring"	267	"new"	800	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1277/s/14k-yellow-gold-womens-diamond-ring-0-30-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/-/r-463-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R841"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.57 Ctw"	"This simple yet elegant womens diamond wedding band is crafted in lustrous 14K White Gold. The center is highlighted with brilliant baguette cut diamonds which are channel set on two rows across the center. This exquisite diamond ring weighs approximately 6.8 grams. "	"Diamond Ring"	825	"new"	2475	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/1279/s/14k-white-gold-womens-diamond-wedding-band-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/8/r841-2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R841A"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Wedding Band 0.57 Ctw"	"This simple yet elegant womens diamond wedding band is crafted in lustrous 14K Yellow Gold. The center is highlighted with brilliant baguette cut diamonds which are channel set on two rows across the center. This is an diamond ring  which gleams with sophistication and beauty. "	"Diamond Ring"	499	"new"	1500	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/1280/s/14k-white-gold-womens-diamond-wedding-band-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/8/r841-1_3.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R135"	"Avianne & Co"	"14K White Gold Womens Diamond Blue Topaz Ring 3.34 Ctw"	"This womens elegant diamond ring is crafted in lustrous 14K White Gold. The center is channel set with a beautiful blue oval shape topaz which totals to 3.27 carats. The sides of the center piece are highlighted with small round cut diamonds which total to 0.07 carats. This exquisite womens cocktail gemstone diamond ring is an ideal addition to any diamond collection."	"Gemstone Ring"	732	"new"	2195	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1281/s/14k-white-gold-womens-diamond-ring-0-07-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r135-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R-413"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.50 Ctw"	"This exquisite womens diamond ring is brilliantly pave set with small round cut diamonds. The band is crafted in lustrous 14K White Gold and weighs approximately 7.7 grams. "	"Diamond Ring"	667	"new"	2000	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1282/s/14k-white-gold-womens-diamond-ring-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/-/r-413-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1326B"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 1.03 Ctw"	" This alluring womens diamond wedding band is crafted in highly polished 14K White Gold. The center is pave set with numerous round cut diamonds. This womens wedding band gleams with elegance and sophistication. "	"Diamond Ring"	767	"new"	2300	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/1284/s/14k-white-gold-womens-diamond-wedding-band-1-03-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1326-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1326BA"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Wedding Band 1.03 Ctw"	" This alluring womens diamond wedding band is crafted in highly polished 14K Yellow Gold. The center is pave set with numerous round cut diamonds. This womens wedding band gleams with elegant and sophistication. "	"Diamond Ring"	769	"new"	2300	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/1285/s/14k-white-gold-womens-diamond-wedding-band-1-03-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1326b-1_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6314Y"	"Avianne & Co"	"14K White Gold Womens Diamond Tiger Ring 0.23 Ctw"	"This unique animal inspired diamond ring is crafted in lustrous 14K White Gold. The head of the tiger is carefully carved out, hand painted and pave set with small round cut yellow diamonds. Represent your inner strength and style with this fine womens diamond tiger ring. "	"Diamond Ring"	1417	"new"	4250	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1286/s/14k-white-gold-womens-diamond-tiger-ring-0-23-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6314y-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R6314Y18"	"Avianne & Co"	"14K White Gold Womens Diamond Tiger Ring 0.24 Ctw"	"This unique animal inspired womens diamond ring is crafted in lustrous 14K White Gold. The head of the tiger is carefully carved out, hand painted and pave set with small round cut yellow diamonds. Represent your inner strength and style with this fine womens diamond tiger ring.  Please inquire about resizing. "	"Diamond Ring"	1600	"used"	4800	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1288/s/14k-white-gold-womens-diamond-tiger-ring-0-23-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r6314y18-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R217B"	"Avianne & Co"	"18K Yellow Gold Womens Diamond Pearl Ring 1.27 Ctw  "	"18K Yellow Gold Womens Diamond ring features natural pearl with round cut diamonds. "	"Diamond Ring"	992	"used"	2975	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings>Root Catalog>Womens>Pearl Jewelry>Root Catalog>Womens>Pearl Jewelry>Pearl Rings>Root Catalog>Womens>Pearl Jewelry>Pearl Diamond Jewelry"	"http://www.avianneandco.com/store/catalog/product/view/id/1290/s/18k-white-gold-womens-pearl-diamond-ring-1-27-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r217-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5189"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 1.01 Ctw"	"This uniquely shaped square band is crafted in lustrous 14K White Gold and pave set with small round cut diamonds. The square band is 21 mm in length (13/16 Inches) and 21 mm in width. Showcase your style and originality with this alluring womens diamond ring. "	"Diamond Ring"	1000	"new"	3000	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1291/s/14k-white-gold-womens-diamond-ring-1-01-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//f/i/file_821_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5291B"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Cocktail  Ring 1.01 Ctw"	"This alluring womens diamond ring is crafted in lustrous 14K Yellow Gold. The center piece is elegantly carved out and pave set with small round cut diamonds. This unique womens ring is an ideal diamond accessory for a special night out. Please inquire about resizing. "	"Diamond Ring"	1499	"new"	4500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1292/s/18k-yellow-gold-womens-diamond-ring-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5291a-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5291"	"Avianne & Co"	"14K White Gold Womens Diamond Cocktail Ring 1.01 Ctw"	"This alluring womens diamond ring is crafted in lustrous 14K White Gold. The center piece IS elegantly carved out and pave set with small round cut diamonds. This unique womens ring is an ideal diamond accessory for a special night out. "	"Diamond Ring"	1500	"new"	4500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1293/s/18k-yellow-gold-womens-diamond-ring-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5291a-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R4951O"	"Avianne & Co"	"14K White Gold Womens Diamond Onyx Ring 0.76 Ctw"	"This one of a kind womens onyx ring is crafted in highly polished 14K White Gold. The center features one large black onyx stone which is shaped into a triangle. The stone is surrounded with small round cut diamonds. Showcase your style and originality with this alluring womens diamond ring. "	"Diamond Ring"	1167	"new"	3500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1294/s/14k-white-gold-womens-diamond-onyx-ring-0-76-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r49510-1_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R4137A"	"Avianne & Co"	"14K White Gold Womens Diamond Cocktail Ring 1.57 Ctw"	"This uniquely designed womens diamond ring is crafted in lustrous 14K White Gold. The center piece is beautifully designed and highlighted with three rows of channel set round cut diamonds and two rows of pave set round cut diamonds. Showcase your fashion and originality with this beautiful modern diamond ring. "	"Diamond Ring"	834	"new"	2500	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1295/s/14k-white-gold-womens-diamond-ring-1-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r44137-1_2_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R44137"	"Avianne & Co"	"14K White Gold Womens Diamond Ruby Ring 1.20 Ctw"	"This alluring womens diamond ring is crafted in lustrous 14K White Gold. The uniquely designed center piece features three rows of channel set princess cut rubies and two rows of pave set round cut white diamonds. The rubies total to 0.90 carats and white diamonds total to 0.30 carats. Showcase your style and originality with this exquisite diamond gemstone ring. "	"Gemstone Ring"	784	"new"	2350	"Root Catalog>Womens>Root Catalog>Womens>Rings>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings>Root Catalog>Womens>Rings>Womens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/1296/s/14k-white-gold-womens-diamond-ring-0-30-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r44137-1_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
