"Manufacturer Part #"	"Manufacturer"	"Product Name"	"Product Description"	"Category: Nextag Numeric ID"	"Price"	"Product Condition"	"MSRP"	"Stock Status"	"Click-Out URL"	"Image URL"
"R62"	"Avianne & Co"	"14K White Gold Womens Diamond Sapphire Ring 0.43 Ctw"	"This unique womens diamond sapphire ring is crafted in polished 14K white gold. The center is pave set with nine round cut sapphire gemstones with a number of pave set round cut diamonds surrounding it. This lovely womens cocktail ring is an every day diamond fashion accessory."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	792	"new"	2375	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/993/s/14k-white-gold-womens-diamond-gemstone-ring-0-43-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/6/r62-1_1.jpg"
"R793Y"	"Avianne & Co"	"14K White Gold Womens Diamond Ring with Yellow Diamonds 0.81 Ctw"	"This one of a kind womens diamond ring is pave set with brilliant round cut yellow diamonds. Two hearts on both sides of the band are carved in and pave set with round cut yellow diamonds. This lovely womens diamond ring is an ideal  accessory for an every day wear. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	917	"used"	2750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/994/s/14k-white-gold-womens-diamond-ring-0-81-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/7/r793y-1.jpg"
"R101"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Ring 0.88 Ctw"	"This feminine diamond ring is crafted in 14K yellow gold. The center is prong set with four round cut diamonds and a number of pave set round cut diamonds from both sides. This elegant womens diamond ring is an ideal diamond accessory for various occasions."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/996/s/14k-yellow-gold-womens-diamond-ring-0-88-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r101-1.jpg"
"R4850"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 1.27 Ctw"	"This exquisite womens wedding band portrays originality and uniqueness. The band is bezel set with beautiful blue sapphires and pave set with small round cut diamonds. This 14K white gold womens wedding band is an ideal gift at a very affordable price. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	734	"new"	2200	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/997/s/14k-white-gold-womens-diamond-gemstone-wedding-band-0-76-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4850-1.jpg"
"R4842"	"Avianne & Co"	"14K White Gold Womens Diamond Sapphire Ring 0.67 Ctw"	"This charming womens sapphire ring is crafted in 14K white gold. The artistic center  piece is pave set with small round cut blue sapphires and white round cut diamonds. Another set of sapphires and round diamonds are pave set half way around the band. This lovely womens diamond ring is an ideal accessory for an every day apparel. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	634	"new"	1900	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/998/s/14k-white-gold-womens-diamond-gemstone-ring-0-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4842b-1_1.jpg"
"LR3598"	"Avianne & Co"	"14K White Gold Womens Diamond Sapphire Ring 1.27 Ctw"	"This exquisite womens diamond ring is crafted in 14K white gold. Ten brilliant round cut blue sapphires are channel set in the center with round cut diamonds surrounding them. The total carat weight of the blue sapphires is 0.48 ct.  This one of a kind womens diamond sapphire ring is an ideal every day fashion accessory. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1000/s/14k-white-gold-womens-diamond-ring-0-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//l/r/lr3598-1_3.jpg"
"R5830"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.62 Ctw"	"This elegant womens diamond ring is crafted in 14K white gold. The center is prong set with brilliant round cut diamonds. This exquisite cocktail  diamond ring is an ideal fashion accessory at an affordable price. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	784	"new"	2350	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1002/s/14k-white-gold-womens-diamond-ring-0-62-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5830-1_1.jpg"
"RT2088Y"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Ring 0.33 Ctw"	"This highly polished 14K yellow gold womens ring is pave set with brilliant round cut diamonds. The total weight of this diamond ring is 4.5 grams and it measures to approximately 3/8 Inches in width. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	334	"new"	1000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1003/s/14k-yellow-gold-womens-diamond-ring-0-33-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/t/rt2088y-2_1.jpg"
"R-363"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Ring 1.25 Ctw"	"This lovely womens heart ring is crafted in 14K white gold. Ten hearts are carved out from which six are prong set with brilliant small round cut diamonds. This charming womens diamond ring is an ideal gift for that special someone. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	975	"new"	2925	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1004/s/14k-white-gold-womens-diamond-heart-ring-1-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/-/r-363-1_1.jpg"
"R2347"	"Avianne & Co"	"18K White Gold Womens Diamond Ring 1.13 Ctw"	"This unique womens diamond ring features thirteen round cut diamonds held by bezel settings. This lovely fashion ring is crafted in 18K white gold. This fashion womens diamond ring is an ideal addition to your diamond collection.  "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	917	"new"	2750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1005/s/18k-whtie-gold-womens-diamond-ring-1-13-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_2305.JPG"
"S9324A"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.57 Ctw"	"This elegant womens diamond ring is crafted in brilliantly polished 14K white gold. The two flowers and two stems are pave set with small round cut diamonds. This feminine diamond ring is an ideal diamond accessory for an every day wear."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	700	"new"	2100	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1007/s/14k-white-gold-womens-diamond-ring-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/9/s9324a-1.jpg"
"R5972"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 1.03 Ctw"	"This unique womens diamond ring showcases brilliant round cut diamonds held by a pave setting. This cocktail womens diamond  ring is crafted in highly polished 14K white gold and ideal for a special night out."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	917	"new"	2750	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1008/s/14k-white-gold-womens-diamond-ring-1-03-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5972-1.jpg"
"S40983"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.57 Ctw"	"This lovely womens diamond ring is crafted in highly polished 14K white gold. The flower features six round cut diamonds with small prong set diamonds surrounding it. Very feminine in appearance, this diamond ring is an ideal accessory for an every day wear."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	717	"new"	2150	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1010/s/14k-white-gold-womens-diamond-ring-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s40983-1.jpg"
"E4189D"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.51 Ctw"	"This elegant womens wedding band is crafted in 14K white gold. The small round cut diamonds are half way pave set around the band. This feminine womens wedding band is an ideal gift for that special someone."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	934	"new"	2800	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1011/s/14k-white-gold-womens-diamond-wedding-band-0-51-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/4/e4189d-1_1.jpg"
"S8834"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.47 Ctw"	"This elegant womens diamond ring features three brilliant marquise cut diamonds in the center. The elegant design is outlined with small round cut diamonds which are held by a pave setting. This exquisite womens diamond ring is an ideal ring for an every day wear."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	800	"new"	2400	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1012/s/14k-white-gold-womens-diamond-ring-0-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/8/s8834-1.jpg"
"R1509C"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.53 Ctw"	"This unique womens diamond ring features two rings in one. The center showcases two rows of channel set round cut diamonds. This 14K white gold band is an ideal diamond ring for a special wear."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	884	"new"	2650	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1013/s/14k-white-gold-womens-diamond-ring-0-53-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_1308_1.JPG"
"R9265"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.40 Ctw"	"This featured womens diamond ring is crafted in highly gleaming 14K white gold. The center is bezel set with one princess cut diamond and small pave set round cut diamonds surrounding it. Two baguette cut diamonds are channel set on the opposite side of the square center piece. This feminine womens diamond ring is an ideal diamond accessory for an every day wear."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	925	"new"	2775	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1017/s/14k-white-gold-womens-diamond-ring-0-40-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/9/r9265-1_1.jpg"
"S16980A"	"Avianne & Co"	"14K White Gold Womens Diamond Flower Ring 0.60 Ctw"	"This elegant womens diamond ring features two flowers which are pave set with brilliant round cut diamonds. The center of the band is prong set with small round cut diamonds. This lovely diamond flower ring is an ideal diamond accessory for an every day wear."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1021/s/14k-white-gold-womens-diamond-flower-ring-0-60-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s16980a-1.jpg"
"CHBW-958"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant with Black Diamonds 0.69 Ctw"	"This elegant womens diamond pendant is crafted in 14K white gold. Three rows of pave set black diamonds are set in the center. This womens diamond pendant measures to approximately 1 Inches in length.  NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	667	"new"	2000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1022/s/14k-white-gold-womens-diamond-pendant-0-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//c/h/chbw-958-1.jpg"
"ASP32258"	"Avianne & Co"	"14K White Gold Mens Diamond Cross Pendant 0.88 Ctw"	"This elegant mens diamond cross is pave set with brilliant small round cut diamonds. Crafted in highly polished 14K white gold, this  diamond cross is 2 1/2 Inches in length with bale and 1 1/4 Inches in width.  "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	982	"new"	2945	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1028/s/14k-white-gold-mens-diamond-cross-0-88-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0206.JPG"
"R5855"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.98 Ctw "	"This womens diamond ring features uniquely designed center piece which is prong set with brilliant round cut diamonds. This 14K white gold band weighs approximately 6.3 grams. This finely detailed womens diamond ring carries a total of 0.98 carat diamonds. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	750	"new"	2250	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1033/s/14k-white-gold-womens-diamond-ring-0-98-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0119.JPG"
"R01458"	"Avianne & Co"	"18K White Gold Womens Diamond Ring 0.17 Ctw"	"This unique womens diamond ring features two rows in the center which are prong set with brilliant small round cut diamonds. The band is crafted in highly polished 18K white gold and weighs approximately 7.8 grams. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	834	"new"	2500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1035/s/18k-white-gold-womens-diamond-ring-0-17-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r01458-1_1.jpg"
"R5860"	"Avianne & Co"	"14K White Gold Womens Diamond Ring 0.82 Ctw"	"This unique womens diamond ring is crafted in highly polished 14K White Gold. The center piece is prong set with small round cut diamonds. This is an ideal diamond cocktail ring which gleams with originality and beauty. "	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	667	"new"	2000	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1036/s/14k-white-gold-womens-diamond-ring-0-82-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0156.JPG"
"ASP26142"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.45 Ctw"	"This elegant unisex diamond cross is crafted in 14K white gold. The center and the bale are pave set with numerous small round cut diamonds. Represent your religion with this stylish unisex diamond cross.  NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	517	"new"	1550	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1051/s/14k-white-gold-womens-diamond-cross-0-45-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//a/s/asp26142-1_1.jpg"
"ASP26197"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.25 Ctw"	"This delicate unisex diamond cross is pave set with numerous small round cut diamonds. This 14K white gold pendant is an ideal accessory for an every day apparel.  "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	197	"new"	590	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1053/s/14k-white-gold-womens-diamond-cross-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0321.JPG"
"ASP26110"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.22 Ctw"	"This elegant diamond cross pendant is crafted in 14K White Gold. The center is pave set with numerous small round cut diamonds. This small pendant is an ideal accessory for an every day wear."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	187	"new"	560	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1054/s/14k-white-gold-womens-diamond-cross-0-22-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0280.JPG"
"ASP26129"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.35 Ctw"	"This unique unisex diamond cross is crafted in highly polished 14K White Gold. The center is pave set with numerous small round cut diamonds. This beautifully shaped diamond cross is an ideal accessory for an every day apparel.  NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	550	"new"	1650	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1055/s/14k-white-gold-womens-diamond-cross-0-35-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//a/s/asp26129-1_1.jpg"
"ASP26126"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.42 Ctw"	"This elegant unisex diamond cross is crafted in 14K white gold. The center is pave set with numerous small round cut diamonds. The total weight of this diamond accessory is approximately 4 grams.   NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	600	"new"	1800	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1056/s/14k-white-gold-womens-diamond-cross-0-42-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//a/s/asp26126-1_1.jpg"
"ASP32200"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.35 Ctw"	"This alluring unisex diamond cross is pave set with numerous small round cut diamonds. Crafted in 14K white gold this diamond cross weighs approximately 4.3 grams and measures to 1 3/4 Inches in length. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	378	"new"	1133	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1057/s/14k-white-gold-womens-diamond-cross-0-35-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0290.JPG"
"ASP32230"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.62 Ctw"	"This beautiful unisex diamond cross is pave set with numerous round cut diamonds. Crafted in highly polished 14K white Gold, the total weight of this diamond cross is approximately 4.7 grams. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	514	"new"	1540	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1058/s/14k-white-gold-womens-diamond-cross-0-62-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0309.JPG"
"ASP32216"	"Avianne & Co"	"14K White Gold Diamond Cross Pendant 0.67 Ctw"	"This alluring unisex diamond cross is crafted in highly gleaming 14K white gold. The center is filled with brilliant pave set round cut diamonds. This unisex diamond cross  is an ideal diamond accessory which guarantees an onlookers attention."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	632	"new"	1895	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1059/s/14k-white-gold-womens-diamond-cross-0-67-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_0305.JPG"
"ASP26120"	"Avianne & Co"	"14K White Gold Unisex Diamond Cross Pendant 0.47 Ctw"	"This simple yet elegant unisex diamond cross is crafted in 14K white gold. The center is pave set with numerous small round cut diamonds contributing to the pendants gleaming appearance. This white gold diamond cross weighs approximately 4 grams and measures to 1 5/8 Inches in length.   NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	559	"new"	1675	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1062/s/14k-white-gold-unisex-diamond-cross-0-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//a/s/asp26120-1_1.jpg"
"ASP26108"	"Avianne & Co"	"14K White Gold Unisex Diamond Cross Pendant 0.47 Ctw"	"This delicate unisex diamond cross is pave set with numerous small round cut diamonds. The frame is crafted in highly gleaming 14K white gold. This diamond cross weighs approximately 4 grams and measures to 1 1/2 Inches in length.  NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	559	"used"	1675	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1063/s/14k-white-gold-unisex-diamond-cross-0-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//a/s/asp26108-1_1.jpg"
"CH832"	"Avianne & Co"	"18K White Gold Womens Diamond Cross Pendant 0.25 Ctw"	"This delicate womens diamond cross pendant is crafted in highly gleaming 18K white gold. The cross is prong set with small round cut diamonds. The length of this pendant is 1 1/8 inches long with bale and 3/16 inches in height. This charming diamond cross is an ideal diamond accessory for an every day apparel. NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	500	"new"	1500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1064/s/14k-white-gold-womens-diamond-cross-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//c/h/ch832-1.jpg"
"PA1980B"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.68 Ctw"	"This elegant womens diamond pendant is crafted in 14K white gold. The center and the bale are pave set with numerous small round cut diamonds. This alluring diamond pendant is an ideal gift for that special someone. Note: The chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	737	"new"	2210	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1068/s/14k-white-gold-womens-diamond-heart-pendant-0-68-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_9071.JPG"
"S41229"	"Avianne & Co"	"14K White Gold Womens Diamond Journey Pendant 0.52 Ctw"	"This elegant womens diamond pendant is crafted in highly polished 14K White Gold. The center is bezel set with eight small round cut diamonds. This curved womens diamond journey pendant is an ideal diamond accessory for a casual or special wear. NOTE:  This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	892	"new"	2675	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1073/s/14k-white-gold-womens-diamond-journey-pendant-0-62-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s41229-1.jpg"
"PA2432A"	"Avianne & Co"	"14K White Gold Womens Diamond Journey Pendant 0.51 Ctw"	"This elegant womens diamond pendant is crafted in highly polished 14K White Gold. The center is prong set with seven small round cut diamonds. This curved journey pendant is an ideal gift for that special someone. Note: The chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	884	"new"	2650	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1074/s/14k-white-gold-womens-diamond-journey-pendant-0-62-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/a/pa2432a-1.jpg"
"S41224"	"Avianne & Co"	"14K White Gold Womens Diamond Journey Pendant 0.26 Ctw"	"This small womens diamond journey pendant is crafted in 14K White Gold. The frame is bezel set with six small round cut diamonds. This elegant womens diamond pendant is an ideal accessory for a casual or special wear. Notel: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	350	"new"	1050	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1075/s/14k-white-gold-womens-diamond-journey-pendant-0-26-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s41224-1.jpg"
"PA2449A"	"Avianne & Co"	"14K White Gold Womens Diamond Journey Pendant 0.33 Ctw"	"This elegant womens diamond pendant is crafted in highly polished 14K White Gold. The center is prong set with seven small round cut diamonds. This curved womens diamond journey pendant is an ideal gift for that special someone.  NOTE: This chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	500	"used"	1500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1076/s/14k-white-gold-womens-diamond-journey-pendant-0-62-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/a/pa2449a-1.jpg"
"TPP257"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.25 Ctw"	"This elegant womens diamond heart pendant is beautifully channel set with small round cut diamonds. The frame is crafted in highly polished 14K White Gold. The pendant comes with an elegant 18 Inch 14K White Gold chain."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	284	"new"	850	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1077/s/14k-white-gold-womens-diamond-heart-pendant-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//I/M/IMG_8992.JPG"
"P055"	"Avianne & Co"	"18K White Gold Womens Diamond Pendant 0.25 Ctw"	"This charming womens diamond pendant is crafted in highly gleaming 18K White Gold. The round pendant is outlined with small pave set round cut diamonds. The center features a floating diamond which is held by a bezel setting and comes with a 16 Inch 14K White Gold Chain. This finely detailed womens diamond pendant is an ideal gift at a very affordable price."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	734	"new"	2200	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1079/s/18k-white-gold-womens-diamond-pendant-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p055-1.jpg"
"CH2451"	"Avianne & Co"	"14K Yellow Gold Womens Diamond Heart Pendant 0.28 Ctw "	"This elegant womens diamond heart pendant features the mother and the child. The pendant features round cut diamonds pave set on a 14K Yellow Gold frame. The rest of the pendant is crafted in highly polished 14K Yellow Gold. This lovely diamond pendant is an ideal gift at a very affordable price. Note:  A matching 14K Yellow Gold Chain may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	325	"new"	975	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1081/s/14k-yellow-gold-womens-diamond-heart-pendant-0-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//c/h/ch2451-1.jpg"
"P5575"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.60 Ctw"	"This elongated oval womens diamond pendant is outlined with brilliant round cut diamonds. The center features an elegant design which holds a hanging piece with three prong set round cut diamonds. This finely detailed diamond pendant is an ideal accessory for a special night out.  NOTE: The chain is for illustration purposes only and is not included with this pendant. Please call our customer service department to purchase this chain separately.  "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	959	"new"	2875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1082/s/14k-white-gold-womens-diamond-pendant-0-60-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5575-1.jpg"
"P065"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.78 Ctw"	"This elegant womens diamond pendant features three hanging squares which are outlined with brilliant prong set round cut diamonds. This charming womens diamond pendant is crafted in lustrous 14K White Gold. Note: The chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	559	"new"	1675	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1083/s/14k-white-gold-womens-diamond-pendant-0-78-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p065a-1.jpg"
"P611"	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.29 Ctw"	"This elegantly designed diamond heart pendant is crafted in highly lustrous 14K White Gold. The outer frame is carefully pave set with small round cut diamonds and surrounds the bezel set round cut center stone. This charming womens diamond pendant is an ideal gift for that special someone. Note: The chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	500	"new"	1500	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1084/s/14k-white-gold-womens-diamond-heart-pendant-0-29-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/6/p611-1.jpg"
"P056"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.60 Ctw"	"This elegant womens diamond pendant features five elongated oval frames. Three of the frames are prong set with small round cut diamonds. This lovely womens diamond pendant is crafted in 14K White Gold. Note: The chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	617	"new"	1850	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1085/s/14k-white-gold-womens-diamond-pendant-0-60-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p056-1.jpg"
"CH-85"	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.10 Ctw"	"This circle diamond womens pendant features two curved lines in the center which are pave set with small round cut diamonds totaling to 0.10 carats. The frame of this lovely diamond pendant is crafted in highly polished 14K White Gold. Note: The chain is for illustration purposes only and may be purchased separately. "	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	292	"new"	875	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/1086/s/14k-white-gold-womens-diamond-pendant-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//c/h/ch-85-1.jpg"
