"Alternate Lookup","Qty 1"
CH6147WB,0
CH6296YW,0
CH7426,0
CH943,0
CHAIN011,0
CHBW-958,1
COLT,0
CR-1017,0
CR-1165,0
CH47,0
CH4881WY,0
CH5124,2
CH5509A,0
CH5804,0
CH6147WY,0
CH632,0
CH75191,0
CH950,0
CHAIN012,0
CHN+SL-11,0
CONCORD,0
CR-1021,0
CR-1166,0
CH4732,0
CH4885,0
CH5186,0
CH5518,0
CH5812,0
CH6147YW,0
CH6324,0
CH773,0
CH9538,0
CHAIN013,0
CK6216,0
CORUM,0
CR-1022,0
CR-11692,0
CH4770,1
CH4885WY,1
CH5224,0
CH5565,0
CH5824,0
CH614WY,0
CH6328YW,0
CH7745,0
CH954,0
CHAIN014,0
CL032,0
CPD6082,0
R-2,0
CR-117,0
CH4771,0
CH4935,0
CH5224B,0
CH55A,0
CH5899,0
CH6167,1
CH6328WY,0
CH77538,0
CH968,0
CHAIN1,0
CL033,0
CR#1958B,0
CR-1041,0
CR-12,0
CH4775,1
CH4887A,0
CH5241,0
CH5610,0
CH5942,0
CH6187,0
CH6331,0
CH78900,0
CH97195,0
CHAIN10,0
CL129,0
CR-29,0
CR-1042,0
CR-121,0
CH4775WY,0
CH4887B,0
CH5242,0
CH5612,0
CH5951,0
CH6189,0
CH634,0
CH7926,0
CH973-A,0
CHAIN11,0
CL146-J,0
CR#1960B,0
CR-1043,0
CR-1218,0
CH4791,0
CH4892,0
CH5251,0
CH5613,0
CH5964,1
CH6192,0
CH6357,0
CH8,0
CH988B,0
CHAIN12,0
CL185J,0
CR#1964B,0
CR-1050,0
CR-1219,0
CR-1973,0
CR-164,0
CR-1974,0
CR-2017,0
CR-24,0
CR-3188,0
CR-901,0
CR011,0
CR10656,0
CR125,0
CR15,0
CR1993,0
CR2350,0
CR3201,0
CR-1235,0
CR-1994B,0
CR-165,0
CR-1975,0
CR-2027B,0
CR-2453,0
CR-3192,0
CR-928,0
CR012,0
CR110,0
CR1256,0
CR1549,0
CR1993A,0
CR2365WY,0
CR-1251,0
CR-1542,0
CR-1682,0
CR-1976B,0
CR-205,0
CR-2454,0
CR-3194,0
CR-930,0
CR013,0
CR111,0
CR126,0
CR1553,0
CR1998,0
CR24,0
CR-1255,0
CR-1543,0
CR-976,0
PD-576,0
CR-20550,0
CR-2456,0
CR-32,0
CR-976B,0
CR014,1
CR111111,0
CR1266,0
CR156,0
CR1WBY,0
CR2380,0
CR-1256,0
CR-17,0
CR-1684,0
CR-1997B,0
CR-20551,0
CR-25,0
CR-33,0
CR-991,0
CR015,0
CR1116,0
CR1270,0
CR157,1
CR2,0
CR2383,0
CR-12598,0
CR-1693,0
SC-002,0
CR-1978B,0
CR-2066,1
CR-2532,0
CR-3444,0
CR-IN-3185,0
CR018,0
CR1116A,0
CR1271,0
CR1584,0
CR20,0
CR2433,0
CR-1266,0
CR-1548,0
CR-1686,0
CR-1980B,0
CR-21,0
CR-2550,0
CR-35,0
CR-IN-3186,0
CR01A,0
CR1118,0
CR1279,0
CR16,0
CR2003,0
CR2455,0
CR-1270,0
CR-1549,0
CR-1689,0
CR-1982B,0
CR-2102,0
CR-2570,0
CR-40,0
CR-IN-3189,0
CR01WY,0
CR112,0
CR128,0
CR16-1,0
CR2009,0
CR2456,2
CR-1278,0
CR-155,0
CR-1691,0
CR-1983,0
CR-2151,0
CR-2577,0
CR-41,0
CR-IN-3191,0
CR022,0
CR113,0
CR1280,0
CR164,0
CR2009A,0
CR2457,13
CR-1279,0
CR-1551,0
CR-18,0
CR-1985B,0
CR-2152,0
CR-2580,0
CR-41C,0
CR001,0
CR048WY,0
CR114,0
CR1293,0
CR1688,0
CR2089,0
CR25,0
CR-1280,0
CR-1552,0
CR-19,0
CR-2383,0
CR-2175,0
CR-2582,0
CR-42,0
CR0010,0
CR084,0
CR115,0
CR1296,0
CR169,0
CR2090,0
CR2506,0
CR-1281,0
CR-1553,0
CR900,0
CR-1987B,0
CR-2176,0
CR-26,0
CR-43,0
CR0013,0
CR1,0
CR1155,0
CR12993,0
FJ-16980,0
CR2090M,0
CR250J,0
CR-1289,0
CR-1555,0
CR-1978,0
CR-1988,0
CR-2215,0
CR28,0
CR-44,0
CR0014,0
CR10,0
CR116,0
CR12BWY,0
CR1696,0
CR2098,0
CR26,0
CR-1293,0
CR-1556,0
CR-1958,0
CR-1991,0
CR-2231,0
CR-2642,0
CR-45,0
CR0015,0
CR100,0
CR2250,0
CR13,0
CR17,0
CR21,0
CR2603,0
CR-1296,0
CR-1557,0
CR-1959,0
CR-1993,0
CR-2250,0
CR-2646,0
CR-45670,0
CR0018,0
CR10003,0
CR117,0
CR1333,0
CR1700,0
CR22,0
CR4631,1
CR-12BW,0
CR-156,0
CR-1960,0
CR-1993B,0
CR-2252,0
CR-2658,0
CR-5001,0
CR0019,0
CR10010,0
CR118,0
CR1356,0
CR1700A,0
CR2215,0
CR27,0
CR-12BWY,0
CR-1688,0
CR-1963,0
CR-1995,0
CR-2274,0
CR-27,0
CR-5002,0
CR002,0
CR10021,0
CR119,0
CR14,0
CR1700B,0
CR2216A,0
CR29,0
CR-13,0
CR-157,0
CR-1992B,0
CR-1996,0
CR-2275,0
CR-28,0
CR-5003,0
CR002A,0
CR101,0
CR1190E,0
CR14015,0
CR18,0
CR2217,0
CR2928,0
CR-1694,0
CR-158,0
CR11,0
CR-1996B,0
CR-23,0
CR-2927,0
CR-5004,0
CR003,0
CR1017,0
CR1190F,0
CR14078,0
CR181BKY,0
CR2252,0
CR2929,0
CR-14,0
CR-1581,0
CR-1974B,0
CR4329,0
CR-2330,0
CR-2928,0
CR-5005,0
CR004,0
CR1018,0
CR12,0
CR14157,0
CR181BY,0
CR228,0
CR3,0
CR-1430,0
CR-159,0
CR-1966,0
CR-1998B,0
CR-2337,0
CR-2929,0
CR-504,0
CR005,4
CR1019,0
CR120,0
CR1428WY,0
CR181M,0
CR2338,0
CR30,0
CR-1473,0
CR-159-B,0
CR-1966B,0
CR-1999B,0
CR-2338,0
CR-30,1
CR-505,0
CR006,0
CR1020,2
CR1201,0
CR1430,0
CR185,0
CR2339,0
CR3028,0
CR-1498,0
CR-22,0
CR-1967B,0
CR-2,0
CR-2340,0
CR-3028,0
CR-51,0
CR0061,0
CR5004,0
CR1202,0
CR145,0
CR19,0
CR2339A,0
CR31,0
CR-15,0
CR-160,0
CR-1975B,0
CR-20,0
CR-2341,0
CR-3029,0
CR-52,0
CR007,0
CR103,0
CR122,0
CR146,0
CR190F,0
CR234,0
CR3185,1
"CR-15- SMALL",0
CR-161,0
CR-1970,0
CR-2000,0
CR-2345,0
CR-31,0
CR-6264,0
CR008,0
CR104,0
CR123,0
CR14673,0
CR1912,0
CR2342,0
CR3186,0
CR-150,0
CR-162,0
CR-1988B,0
CR-201,1
CR-2349,0
CR-3185,0
CR-63C,0
CR009,0
CR1200,0
CR124,0
CR1473,0
CR1960,1
CR2346,0
CR3189,0
CR-153,0
CR-2346,0
CR-1973B,0
CR-2010,0
CR-2350,0
CR-3187,0
CR-900,0
CR01,1
CR1062,0
CR1243,0
CR1498,0
CR1974,0
CR2349,0
CR3194,0
CR4458A,0
CR4856B,0
CR5209A,0
CR5728,0
CR5987WB,1
CR6340Y,0
CRA0432,0
D-42C,0
DAB-041,0
DIAL4,0
DR00199,0
E-12622,0
E005295,0
E014BW,0
CR3202,0
CR4458B,0
CR4857,0
CR5209WY,0
CR5728BW,0
CR5987WY,0
CR6340YW,0
CRA0439,0
D-5103D,0
DAB-043,0
DIAL4FD,0
DR00202,2
E-15,0
E005727,0
CR3203,19
CR4459,0
CR4860,0
CR5209Y,0
CR5728BY,0
CR5988,0
CR6343WY,0
CROSS-15,0
D-66,0
DAB-072,0
DIAL5,0
DR00204,0
ER#12310,0
E005Y,1
CR3275,0
CR4460,0
CR4860A,0
CR5209YA,1
CR5728W,0
CR5988B,0
CR6370Y,0
CRP1901,0
D-67,0
DAB-094,0
DIAL7,0
DR00251B,0
E-18857,0
E006032,0
CR3551,0
CR4461,0
CR4866,1
CR5209YW,0
CR5728Y,0
CR6,0
CR6589,0
CU11D#133,0
D043,0
DAB-097,0
DIAL8,0
DR00293,0
E00020880D,0
E00655,0
CR3642,0
CR4461Y,0
CR4866A,0
CR5210A,0
CR5728WY,0
CR6018,0
CR6640,0
CU11D133,0
D1,0
DAB-110,0
DIAL9,0
DR00302,0
E001,0
E006B,1
CR3645,0
CR4481,15
CR4867,0
CR5212,0
CR5728YB,0
CR6033,0
CR7,0
CU3D#51,0
D2,0
DAB-126,0
DIF,0
DR00310,0
E0010,0
E006YW,1
CR3646,0
CR4482,0
CR4867A,0
CR5212A,2
CR5728YW,1
CR6051,0
CR7078,0
CU5D#25,0
D252,0
DAB-148,0
"DIFFERINT SHAP",0
DR00318,0
E0019,1
E0079,0
CR3666,0
CR4483,0
CR4868,0
CR5225,0
CR5729,0
CR6061,0
CR70821,0
CU5D25,0
D3,0
DAB-150,0
DIS,0
DR00324,0
E001B,0
E007B,0
CR3747,0
CR4485,0
CR4869,0
CR5225A,1
CR5729A,0
CR6065,0
CR7214,0
CUF-1,1
D5006C,0
DAB126,0
DNR144,0
DR00328,0
E001BA,0
E0080,1
CR3854,0
CR4486,0
CR4941,0
CR5251,0
CR5757,0
CR6074,0
CR7394,0
CUF-2,0
D5007A,0
DB,0
DP00123,0
DR167151,0
E001Y,3
E009,1
CR3854A,0
CR4496,1
CR4961,0
CR5293,0
CR5781,0
CR6173,1
CR766B,0
CUF-2573,0
D5103,0
DDR-01,0
DP00148,0
DR1CT107,0
E0020878D,0
E00Y4BW,0
CR3854Y,0
CR4497,0
CR4961A,0
CR5293A,0
CR5784,0
CR6173WY,0
CR799,0
CUF01,0
D5103C,0
DE21397,0
DPE00029,0
DR50056,0
E0027,0
E010,1
CR3966,0
CR4506,0
CR5,0
CR5298,0
CR5802,0
CR6178,0
CR8,0
CUF02,0
D5103D,0
"DIA CHAIN",0
DPR+1MM-2.0MM,0
DSC,0
E0029,0
E01099,0
CR4138,0
CR4527,0
CR5002,0
CR5298A,0
CR5806,1
CR6179,0
CR811,0
CUF09A,0
D516-2TJ,0
"DIA PENDANT",0
DPR+2.1MM-2.3MM,0
DSI1,0
E002B,1
E011,0
CR4138A,0
CR4547,2
CR5005,0
CR5299,1
CR5807,1
CR6209,0
CR821BE,0
CUF09,0
D534J,0
DIAL,0
"INS-RD+4 -5.5",0
DUTY,0
E002Y,2
E01148,0
CR4138WY,0
CR4548,1
CR5019,0
CR5303,0
CR5827,0
CR6209WY,1
CR826,0
CUF05A,0
D548-2TJ,0
DIAL10,0
DR+4.0MM-4.8MM,0
ER#11680,0
E0030,0
E01154,0
CR4146,0
CR4562,1
CR5035,0
CR533,0
CR5828,1
CR6211,0
CR9-1,1
CUF10,0
D556Z2,0
DIAL11,0
DR+11MM,0
E#1654,0
E0031,0
E01172,0
CR4174,0
CR4577,0
CR5057,0
CR5332,0
CR5828A,0
CR6216WB,0
CR930,0
CUMB#133,0
D574-4W,0
DIAL113,0
DR-146,0
E#1664,0
E0032,0
E01193,0
CR4241,0
CR4577A,0
CR5058,0
CR5332WY,0
CR5866,0
CR6216WY,0
CR954,0
CUO145D,0
D5802T,0
DIAL12,0
DR00011,0
ER#11513,0
E0035,0
E011A,0
CR4242,0
CR4587,1
CR5105,1
CR5421,0
CR5882,0
CR627B,0
CR976,0
CUSTOM558,0
D611J-4W,0
DIAL13,0
DR00098,0
ER#20570,0
E0034,0
E012,0
CR4246,0
CR4716,0
CR5105B,1
CR55,0
CR5887,0
CR6335WY,0
CR976A,0
CVP294,0
D6262TR,0
DIAL1FD,0
DR00133,0
E-002,1
E003596,0
E01209,0
CR4247,2
CR4716A,0
CR5117,0
CR5508,0
CR5935,0
CR6335Y,0
CR976B,0
D+11,0
D6402,0
DIAL1HF,0
DR00133A,0
E-006BW,0
E0036,0
E01215,1
CR434,0
CR4717,0
CR5117BW,0
CR5546,0
CR594,0
CR6335YW,0
CR9786,0
D+3.25-6.50,0
DAB-007,0
DIAL2,0
DR00143,1
E-103,0
E0038,0
E01218,1
CR4346,0
CR4811,0
CR5120,0
CR5667,1
CR597BK,0
CR6338WB,0
CR990BE,0
D-32,0
DAB-011,0
DIAL2FD,0
DR00185,0
E-11265,0
ER1020HT,0
E01222,0
CR4402,0
CR4856,0
CR5121,1
CR567,0
CR597MD,0
CR6338Y,0
CR991,0
D-42,0
DAB-023,0
DIAL3,0
DR00193,0
E-12310,0
E004655,0
E013,0
CR4458,1
CR4856A,0
CR5182,0
CR5706,0
CR5987,0
CR6339WY,0
CR991S,0
D-42-B,0
DAB-039,0
DIAL3FD,0
DR00197,0
E-12311,0
E004Y,4
E014,0
E10564,0
E11335,0
E19040,0
E246K,0
E3612,0
E513054,0
E8595D,0
EM004,0
EM096Y,9
EM180,0
EO125,0
ER#1678,0
ER#2931,0
ER-10291,0
E015,0
E10570,0
E11336,0
E19379,0
E2534,0
E3709,0
E51354B,0
E8704,0
EM018,0
EM097,20
EM181,0
"ER# 23",0
ER#1656,0
ER#3111,0
E015B,0
E10653,0
E11347,0
E19420,0
E25985A,0
E379BWY,2
E51354C,0
E8705,0
EM019,0
EM097A,0
EM182,0
ER#10291,0
ER#1657,0
ER#584,0
E02025,0
E10659,0
E11348,0
E19433,0
E26246A,0
E379BYW,0
E51354D,0
E8812A,0
EM021,0
EM097B,0
EM183,2
ER#10648,0
ER#1658,0
ER*20533,0
E02025A,0
E10660,0
E11349,0
E19449,0
E26574AK,0
E379WB,0
E51354E,0
E8822D,1
EM023,0
EM097W,3
EM184,0
ER#10761,0
ER#1661,0
ER-001,0
E02025B,0
E10666,1
E11350,0
E19686,0
E26717,0
E379WB1,0
E51354S,0
E8824D,1
EM024,0
EM097WY,4
EM186,4
ER#1111,0
ER-1235,0
ER-002,0
E02025C,0
E10680,0
E11351,0
E19958,0
E27238K,0
E392WB,0
E5421,0
E8825D,0
EM025,0
EM099,0
EM187,4
ER#1122,0
ER#1664,0
ER-005,3
E02025D,0
E10681,0
E11352,0
ER3577,0
E27461,0
E392WB1,0
E5437,0
EA-2269,0
EM076,0
EM100,0
EM188,1
ER#11239,0
ER#1665,0
ER-005A,1
E02025E,0
E10706,0
E11387,0
E20040,0
E276-28,0
E394BWY,3
E5472A,1
EA-2276,0
EM076BW,1
EM101,0
EM189,0
ER#11249,0
ER#1666,0
ER-005Y,5
E02025J,0
E10708,0
E11505D,0
E20041,0
E27648,1
E395BWY,1
ER3028Y,0
EA-3240,0
EM079,0
EM101A,0
EM190,1
ER#11249B,0
ER#1671,0
ER-009,0
E0223,0
E10709,0
ER1127,0
E20834,0
E27689,0
E396BW,0
E5535D,0
ER#1662,0
EM081,0
EM103,1
EM191,0
ER#11259,0
ER#1672,0
ER-01,0
E0281,0
E10710,0
E11743,0
E21127DK,0
E27936,0
E396BWY,0
E59618,0
EA-977,0
EM086,0
EM114,0
EM192,0
ER#11269,0
ER#1679,0
ER-01223,0
E0324WY,2
E10711,0
E11748V,1
E213054,0
E28247,0
E4083S,0
E6393D,0
EA-JAC-02,0
EM086WY,0
EM133,0
EM193,0
ER#11510,0
ER#1674,0
ER-015,0
E0344,0
E10727,0
E12950,0
E213054A,0
E28278,0
E413054,0
E689F,0
EB2116A,0
EM087WY,2
EM134,0
EM194,0
ER#12346,0
ER#1675,0
ER-015B,0
E035,0
E10756,0
E13564,0
E22503,0
E28292,0
E4189D,1
E713054,0
EB319,0
EM088,0
EM137,0
EM195,0
ER#12535,0
ER#1676,0
ER-020,0
E036,0
E10762,0
E1370,0
E22592,0
E283-15,0
E4401,0
E7432,0
"EBR SJ 50-58",0
EM088WY,1
EM141,0
EM196,0
ER#1641,0
ER#1677,0
ER-026,0
E0379BK,0
E10768,0
E1375B,0
E23032,0
E28488A,1
E4418B,0
E7568,0
"EBR-SJ 50-58",0
EM088YW,1
EM142,2
EM675,0
ER#1649,0
ER#20333,0
ER-167,0
E0396BK,0
E1100C1,0
E1388A,0
E2338B,0
E28533,0
ER5,0
E7570,2
EBRU-167-30,0
EM089,1
EM142A,0
EM676,0
ER#1653,0
ER#20496,0
ER-04,0
E0408,0
E1101D1,0
E15195,0
E2338G,0
E28548,0
ER4424,0
E7570A,0
"EC 5.02",0
EM089A,1
EM144,0
EN1068,0
ER#1680,0
ER#20556,0
ER-078,0
E04109,0
E11148,0
E15258,0
E23415K,0
E28791,0
E448B1,0
E7689,0
ED5511,0
EM090A,0
EM172,0
EN2941,0
ER#1670,0
ER#20557,0
ER-1,0
E054,1
E11251,0
E15292,0
E23526,0
E28885,0
E4549B,0
E7906A,1
ED5703,0
EM094,11
EM173,0
EN2942,0
ER#1642,0
ER-20738,0
"FANK T.",0
E1011,0
E11257,0
E15397,0
E23653A,0
E31045,0
E460B,0
E7907,0
ED6077R,0
EM094A,0
EM174,0
EN2943,0
ER#1669,0
ER#2284,0
ER-100,0
E10458,0
E11265,0
E17143,0
E23803,0
E31050,0
E4704C,0
E7907A,0
EJ0784WD,0
EM094WY,9
EM175,1
EN5125,0
ER#1667,0
ER#24,1
ER-1000,0
E10460,0
E11259,0
E17240,0
E24052K,0
E31294,0
E4704H,0
E7908D,0
EJAC11,0
EM095,22
EM176,0
ENG100,0
ER#1645,0
ER#25,2
ER-1001,0
E10463,0
E11263,0
E179EE,0
E2417,0
E313054,0
E4723B,0
E7920,0
EJW733A,0
EM095YW,8
EM177,1
ENG112,0
ER#1647,0
ER#26,1
ER-1002,0
E10465,0
E113054,0
E179EEA,0
E24224,1
E3257AW,0
E4849A,0
E8497A,0
ELD235,1
EM096,10
EM178,0
ENG115,0
ER#1650,0
ER#2917,0
ER-101,0
E10466,0
E11334,0
E179F,1
E24469K,0
E32MV,0
E4849B,0
E8594,0
ELR-12567,0
EM096A,2
EM179,0
ENG120,0
ER#1652,0
ER#2922,0
ER-102,0
ER-1490,0
ER-178,0
ER-20347,0
ER-2140,0
ER-6,0
ER002,0
ER005,0
ER009W,0
ER013B,0
ER0227,0
ER035,0
ER056,1
ER099,0
ER1023HT,0
ER-104,0
ER1234,0
ER-180,0
ER-20365,0
ER-215,0
ER-7,0
ER0020,0
ER005B,0
ER009WW,0
ER013W,0
ER0228Y,4
ER036,0
ER057,0
ER1,0
ER-1048,0
ER-1492,0
ER-181,0
ER-20368,0
ER-216,0
ER-8,0
R0026,0
ER006,4
ER01,0
ER013YW,0
ER022BY,0
ER037,0
ER062,0
ER10,0
ER-1049,0
ER-1493,0
ER-183,0
ER-204,0
ER-217,0
ER-883I,0
ER002A,0
ER0063,0
ER010,0
ER014,0
ER023,0
ER038,1
ER067,0
ER100,0
ER-11,0
ER-1494,0
ER-184,0
ER-20407,0
ER-2204,0
ER-894,0
ER002B,0
ER0064,8
ER0101,0
ER014YW,0
ER023A,0
ER038W,0
ER068,0
ER100-1,1
ER1100,0
ER-1495,0
ER-185,0
ER-20410,0
ER-224,0
ER-9,0
ER002C,4
ER0066,1
ER0102,0
ER015,0
ER023BW,0
ER04109,0
ER069,0
ER1001,0
ER-112,0
R-145,0
ER-186,0
ER-20496,0
ER-225,0
ER-900,0
ER002W,2
ER0067,3
ER01157,0
ER01577,0
ER023W,0
ER043,0
ER070,2
ER10011,0
ER-1121,0
ER-155,0
ER-187,0
ER-20496B,0
ER-226,0
ER-91,0
ER002Y,0
ER0069,4
ER01167,0
ER016,0
ER024,0
ER044,0
ER071,0
ER1004B,0
ER-115,0
ER-156,0
ER-188,0
ER-205,0
ER-4535,0
ER-933,0
ER003,0
ER006A,1
ER01168,0
ER017,0
ER024A,0
ER044BK,0
ER072,0
ER1005,0
R-659,0
ER-157,0
ER-189,0
ER-20513,0
ER-227,0
ER-979,0
ER0030B,0
ER006BW,0
ER01169,0
ER018,0
ER024BW,1
ER044BYW,0
ER075,2
ER101,0
ER-11513,0
ER-160,0
ER-190,0
ER-20536,0
ER-228,0
ER-NIGE-685,0
ER0030Y,0
ER006Y,0
ER01170,0
ER019,0
ER024W,0
ER044YW,1
ER076,0
ER101-1,0
ER-11680,0
ER-159,0
ER-191,0
ER-20556,0
ER-229,0
ER0001,0
ER0031Y,2
ER006YW,0
ER01179,0
ER019WY,0
ER025B,0
ER045,1
ER077,0
ER1016,0
ER-1213,0
ER-161,0
ER-192,0
ER-20557,0
ER-230,0
ER00015,0
ER4273,0
ER0070,3
ER01181,0
R414,0
ER025WY,0
ER046,1
ER078,0
ER1016A,0
ER-1221,0
ER-162,0
R-689,0
ER-206,0
ER-2328,0
ER00016,0
ER0034,1
ER0071,0
ER01182,0
ER020,0
ER026,0
ER047,1
ER081,0
ER1017,0
ER-12310,0
ER-163,0
ER-194,0
ER-20671,0
ER-2329,0
ER0002,0
ER0034Y,1
ER0072,2
ER01190,0
ER020B,0
ER026Y,0
ER048,2
ER082,0
ER9001W,0
R-12896,0
ER-164,0
ER-195,0
ER-20682,0
ER-237,0
ER0003,0
ER0035,0
ER1125,0
ER01194,0
ER021,5
ER027,1
ER049,0
ER083,0
ER1019,0
ER-1238,0
ER-165,0
ER-2,0
ER-207,0
ER-255,0
ER0004,0
ER0037Y,0
ER007B,0
ER01195A,0
ER021A,1
ER027B,0
ER0500,0
ER084,0
ER1019ST,0
ER-1239,0
ER-166,0
ER-200,0
ER-208,0
ER-2982,0
ER0006,0
ER0037YA,0
ER007WB,0
ER01197,0
ER021B,2
ER028,0
ER0500A,0
ER085,0
ER1019BT,0
ER-1247,0
ER-168,0
ER-20040,0
ER-209,0
ER-3,0
ER001,0
ER0037YY,1
ER007YW,0
ER011C,2
ER021BW,5
ER02A,0
ER052,2
ER086,0
ER102,1
ER-1249,0
ER-169,0
ER-20098,0
ER-2203,0
ER-30,0
ER0013,0
ER003A,0
ER008,0
ER01204,0
ER021V,1
ER030,0
ER053,1
ER087,0
ER1020TW,0
ER-125,0
ER-171,0
ER-201,0
ER-2093,0
ER-304,0
ER0014,0
ER003B,0
ER009,0
ER01205,0
ER021W,0
ER030A,0
ER055,0
ER087WY,0
ER1021TY,0
ER-12537,0
ER-172,0
ER-202,0
ER-210,0
ER-4608,0
ER466,0
ER003Y,0
ER0096,0
ER01208,0
ER021WB,0
ER031,0
ER055BK,0
ER087WYA,0
ER4435Y,0
ER-1400,0
ER-173,0
ER-20255,0
ER-211,0
ER-4,0
ER0016,0
ER004,0
ER0097,0
ER01217,0
ER021WY,1
ER032,0
ER055BW,0
ER089,1
ER1021TW,0
ER-1439,0
ER-174,0
ER-20291,0
ER-212,0
ER-4216,0
ER0017,0
ER0043,0
ER0098,0
ER01224,0
ER021YW,0
ER0337Y,0
ER055C,0
ER0899,0
ER1022,0
ER-146,0
ER-182,0
SE-130,0
ER-213,0
ER-4291,0
ER0018,0
ER0045,0
ER009A,3
ER012BW,0
ER022,0
ER0338Y,0
ER055W,0
ER091,0
ER1022HT,0
ER-147,0
ER-179,0
ER-20333,0
ER-2134R,0
ER-4632,0
ER0019,0
ER004B,0
ER009B,1
ER012YW,0
ER0225,2
ER033YA,0
ER055WY,1
ER094,1
ER1022Q,1
ER-1471,0
ER-177,0
ER-2034,0
ER-214,0
ER-494,0
ER001B,0
ER004BA,1
ER009BA,1
ER013,0
ER0226,9
ER034,0
ER055WYA,1
ER097,0
ER1022QT,2
ER11201,0
ER1240,0
ER1375,0
ER1495,2
ER1806,3
ER20311,1
ER226,0
ER234,0
ER2398,0
ER2650,1
ER32252,1
ER351Y,0
ER387B2,0
ER4122,1
BR126759,0
R26436A,1
LD2844B,1
R26984,1
CH233,1
CH26988,1
CH26989,1
CH26990,1
BR126761,0
P126763,1
ER1024,0
ER11213,0
ER1218,0
ER1380,0
ER1496,1
ER1810,0
ER2031W,0
ER228A,0
ER23401,1
ER24,0
ER2668,0
ER3236HT,0
ER5583,0
ER39025,1
ER1025,0
ER1123,1
ER122,0
ER13800,1
ER15,0
ER185,0
ER204,2
ER3862,1
ER23404,0
ER240,0
ER27,0
ER3238HT,0
ER3586,0
ER391B2,0
ER102A,1
ER1125A,0
ER1221,0
ER13801,0
ER15008,0
ER1857,0
ER204-1,0
ER22BK,0
ER23406,0
ER245,0
ER274,1
ER3239YW,0
ER3586B,0
ER391B4,0
ER103,1
ER1126,0
ER1236,0
ER1380A,0
ER1503,0
ER185A,0
ER205,0
ER23,0
ER23407,0
ER2474,0
ER2745,1
ER3243YW,0
ER3590,0
ER391BW,0
ER210,0
ER1128,0
ER12365,1
ER1388,0
ER1508,0
ER186-1,0
ER208,0
ER230,0
ER23420,0
ER2477,0
ER2766,0
ER3249YW,0
ER3590A,0
ER396W2,0
ER1068,0
ER113A,1
ER1238,0
ER1388A,0
ER15193,1
ER18750,1
ER209,0
ER2300,0
ER23444,0
ER3872,0
ER27950,0
ER3254,0
ER3593,0
ER396W5,1
ER10502,0
ER114,0
ER1239,0
ER3577A,0
ER1520,0
ER1917,0
ER4420,0
ER2301,1
ER2345,1
ER2494,0
ER27950A,0
ER3254A,0
ER36050,1
ER396WY,0
ER106A,1
ER115A,1
ER1240A,0
ER1389,1
ER15226,0
ER196,0
ER2103BL,1
ER23010,1
ER23459,0
ER24BWY,1
ER28,0
ER3256,0
ER360Y,0
ER396WY1,0
ER10639,0
ER1150,0
ER1245,0
ER140,0
ER1531,1
ER200,3
ER2112,0
ER2302,0
ER2346,0
ER25,0
ER28325,0
ER3256HT,0
ER3679,0
ER4,0
ER107,0
ER1151,2
ER125,0
ER14065,0
ER155,0
ER2000,0
ER2114,0
ER2304,0
ER23460,0
ER250,1
ER29,0
ER3257,0
ER3700,0
ER40,0
ER107-1,0
ER1151A,0
ER1250,0
ER140B,0
ER15519,0
ER20016,0
ER2115,0
ER23040,0
ER23715,0
ER2503,0
ER292,0
ER3277,0
ER3703,1
ER4007,0
ER108,0
ER1152,0
ER1251,1
ER1412,0
ER1567,1
ER20019*,0
ER212,1
ER550BW,0
ER23482,0
ER25108,0
ER3,0
ER459,0
ER37152,0
ER404T1,0
ER1080,0
ER1159,0
ER1254,0
ER143,0
ER16,1
ER20019A,0
ER2121,0
ER23295,0
ER23487,0
ER2512,1
ER30,0
ER33,0
ER376W3,0
ER405,4
ER1089,0
ER116,0
ER1266,0
ER1439,0
ER1634,0
ER20150*,0
ER4439,0
ER23596,0
ER23490,0
ER2517,0
ER300,0
ER3321,0
ER3774,0
ER40530,0
ER109,0
ER1160,0
ER13,0
ER14394,0
ER165,0
ER20028,0
ER2136,0
ER23090,0
ER23584,0
ER2523,1
ER3004W,0
ER3337,0
ER378,0
ER4055W,0
ER1094W,0
ER117,0
ER132-1,0
ER144,0
ER1650,0
ER2003,1
ER22,0
ER23091,0
ER23716,0
ER2524,1
ER301,1
ER3357,0
ER378C1,0
ER4058,0
ER11,0
ER1175,0
ER1320,1
ER14456,0
ER1659,0
ER20030*,0
ER220,0
ER23352,0
ER23598,0
ER255,0
ER3020,0
ER34,0
ER379,0
ER406,5
ER110,1
ER1178,0
ER14337,0
ER146,0
ER1660,0
R4889,0
ER221,0
ER23233,1
ER23498,0
ER2564,1
ER3030,0
ER3420,0
ER3796,0
ER407,7
ER1101,2
ER118,0
ER1353,0
ER147,0
ER1669,0
ER20040*,0
ER2210,1
ER2325,1
ER23500,0
ER2565,0
ER3040W,0
ER3425,1
ER379B1,0
ER408,1
ER11023,0
ER1180,0
ER1353A,0
ER1474,0
ER16731,0
ER20041*,0
ER22133,2
ER23273,0
ER2357,1
ER2566,0
R0675,0
ER345,1
ER380E1,0
ER409,1
ER110A,2
ER1183,0
ER1359,0
ER14787,0
ER17,0
ER2005,1
ER222,4
ER23575,0
ER23627,1
ER257,0
ER31,0
ER3456,1
ER3829,0
ER4091W,0
ER111,2
ER119,1
ER13624,1
ER148,0
ER1732,1
ER201,1
ER2231,0
ER2330,1
ER23677,0
ER2590,0
